Al,Cu,Mg,Si,Zn,Zr,Mn,Ag,Li,Ca,Fe,Ti,Sn,Cr,Ge,Sc,Crack Susceptibility Level,Observations
0.909980406,0.014103829,0.032287982,0.003858384,0.035111023,0.000688751,0.000739317,6.00E-05,0.000104384,0.000190391,0.001018528,0.000209248,0.000385613,0.00107698,9.33E-05,9.19E-05,Very Low,"Mg helps refine grains, reducing cracking tendency. Cr enhances grain boundary strength and reduces cracking."
0.899217698,0.011612213,0.038081204,0.00364079,0.038593953,0.001378418,0.001807675,0.000164977,0.000170857,0.000150838,0.002333997,0.000653512,0.000343162,0.001633404,0.000106558,0.000110745,Very Low,"Mg helps refine grains, reducing cracking tendency. Cr enhances grain boundary strength and reduces cracking."
0.857684555,0.046073442,0.02392559,0.002119736,0.063731401,0.000677529,0.000828821,0.000137557,9.92E-05,0.000122192,0.002592675,0.00079717,0.000223749,0.00067754,0.000108998,0.000199819,High,High Cu increases crack susceptibility due to wider solidification range. High Zn can contribute to segregation but strengthens alloy. Cr enhances grain boundary strength and reduces cracking.
0.856659288,0.047921826,0.016100519,0.004819461,0.066360069,0.000846839,0.001963798,0.000167294,8.14E-05,0.000171451,0.003149582,0.000679514,0.000429516,0.000459555,0.000131683,5.82E-05,High,High Cu increases crack susceptibility due to wider solidification range. High Zn can contribute to segregation but strengthens alloy.
0.85,0.066360295,0.010069521,0.003951588,0.097214612,0.001741672,0.001005344,0.000162762,6.27E-05,0.00019258,0.004679422,0.000577272,0.000482024,0.000304299,7.40E-05,0.000136781,Very High,High Cu increases crack susceptibility due to wider solidification range. High Zn can contribute to segregation but strengthens alloy.
0.85,0.054442156,0.013376152,0.003217416,0.082397307,0.001539064,0.000773177,0.00017045,0.000120004,5.33E-05,0.002385384,0.000137756,0.000428479,0.000477164,0.000153687,6.24E-05,Very High,High Cu increases crack susceptibility due to wider solidification range. High Zn can contribute to segregation but strengthens alloy.
0.905494236,0.015187906,0.033636296,0.003446883,0.034060379,0.000462179,0.001684548,0.000127701,0.00012232,0.000197378,0.002387813,0.00097164,0.000100626,0.001971782,7.51E-05,7.32E-05,Very Low,"Mg helps refine grains, reducing cracking tendency. Cr enhances grain boundary strength and reduces cracking."
0.865669963,0.035035646,0.018008783,0.0026784,0.06994497,0.001028793,0.001488062,7.10E-05,0.000176136,6.29E-05,0.003950005,0.000818843,0.000354561,0.000499388,9.65E-05,0.000115934,High,High Cu increases crack susceptibility due to wider solidification range. High Zn can contribute to segregation but strengthens alloy.
0.914518582,0.016095643,0.030514788,0.001990924,0.03005358,0.000349589,0.001247294,0.000150674,8.32E-05,0.000172158,0.002808872,0.00036354,0.000120454,0.001278646,0.000125502,0.000126569,Very Low,"Mg helps refine grains, reducing cracking tendency. Cr enhances grain boundary strength and reduces cracking."
0.872867942,0.034791238,0.019894528,0.002423891,0.062897897,0.001117513,0.001333045,0.000143071,0.000107149,9.21E-05,0.001898419,0.000981973,0.000203043,0.000989955,0.000169466,8.88E-05,High,High Cu increases crack susceptibility due to wider solidification range. High Zn can contribute to segregation but strengthens alloy. Cr enhances grain boundary strength and reduces cracking.
0.902669259,0.016721355,0.032376375,0.004031384,0.035232392,0.001426138,0.001578803,0.000161338,0.000171261,6.98E-05,0.002809758,0.000641693,0.00012381,0.001728216,0.00016092,9.75E-05,Very Low,"Mg helps refine grains, reducing cracking tendency. Cr enhances grain boundary strength and reduces cracking."
0.909052594,0.016323058,0.035357747,0.001057574,0.032670594,0.000501454,0.000842682,7.55E-05,0.000173544,0.000115978,0.001563428,0.00062418,0.000341518,0.00109029,0.00014683,6.30E-05,Very Low,"Mg helps refine grains, reducing cracking tendency. Cr enhances grain boundary strength and reduces cracking."
0.876126926,0.036415601,0.015407751,0.001464291,0.06373037,0.000791104,0.001994501,7.92E-05,0.000107692,0.000146593,0.001705548,0.000773266,0.000374636,0.000713625,7.34E-05,9.55E-05,High,High Cu increases crack susceptibility due to wider solidification range. High Zn can contribute to segregation but strengthens alloy. Cr enhances grain boundary strength and reduces cracking.
0.85,0.050331757,0.012264958,0.001184011,0.090241861,0.000976322,0.00196219,0.000183561,0.000118869,0.000107143,0.002993471,0.000830593,0.000145795,0.000358069,0.000132057,0.000194984,Very High,High Cu increases crack susceptibility due to wider solidification range. High Zn can contribute to segregation but strengthens alloy.
0.906158423,0.016909377,0.0393673,0.001162915,0.027734707,0.001863203,0.001475489,0.000162497,9.55E-05,5.82E-05,0.002675702,0.000690831,0.000253536,0.001137521,6.31E-05,0.000191706,Very Low,"Mg helps refine grains, reducing cracking tendency. Cr enhances grain boundary strength and reduces cracking."
0.89725033,0.011134735,0.038773394,0.004421842,0.038493872,0.001988534,0.000799314,0.000186234,0.000189883,0.000139919,0.004659384,0.000215286,0.000282495,0.001257942,0.000106604,0.000100232,Very Low,"Mg helps refine grains, reducing cracking tendency. Cr enhances grain boundary strength and reduces cracking."
0.85,0.066344444,0.015296506,0.003814631,0.091104016,0.000376349,0.001520342,0.000163807,6.78E-05,0.00018536,0.002449576,0.000404441,0.000247621,0.000196741,0.000112027,0.000135628,Very High,High Cu increases crack susceptibility due to wider solidification range. High Zn can contribute to segregation but strengthens alloy.
0.895165163,0.018972158,0.036331015,0.002896695,0.038008361,0.001593713,0.000608298,0.000139573,0.000190062,0.000107482,0.003322353,0.000935275,0.00014841,0.00133903,5.60E-05,0.000186439,Very Low,"Mg helps refine grains, reducing cracking tendency. Cr enhances grain boundary strength and reduces cracking."
0.896654286,0.017259557,0.038870864,0.001391337,0.037942205,0.000931931,0.000545979,0.00014812,0.00015258,8.24E-05,0.003529057,0.000302154,0.000267579,0.001779876,9.11E-05,5.09E-05,Very Low,"Mg helps refine grains, reducing cracking tendency. Cr enhances grain boundary strength and reduces cracking."
0.85,0.051682799,0.018985542,0.002966464,0.083232574,0.000967179,0.000886524,0.000183369,0.000129736,0.000116387,0.001052378,0.00043495,0.000400471,0.000342572,0.000193347,0.000171603,Very High,High Cu increases crack susceptibility due to wider solidification range. High Zn can contribute to segregation but strengthens alloy.
0.913928057,0.011014715,0.030050616,0.002893887,0.033270035,0.00158225,0.001193934,0.000136821,5.49E-05,5.73E-05,0.003654149,0.000488869,0.000128403,0.001160808,0.000193045,0.000192255,Very Low,"Mg helps refine grains, reducing cracking tendency. Cr enhances grain boundary strength and reduces cracking."
0.85,0.063837904,0.012242693,0.001692807,0.093039225,0.001861325,0.001802409,0.000144859,0.000121339,0.000173073,0.001712144,0.000495464,0.000132072,0.000384872,0.000102849,6.37E-05,Very High,High Cu increases crack susceptibility due to wider solidification range. High Zn can contribute to segregation but strengthens alloy.
0.901000781,0.013253997,0.036496329,0.002735407,0.034929828,0.001916579,0.001590754,7.35E-05,0.000111162,0.000173951,0.004844281,0.000651646,0.000241909,0.001849223,5.65E-05,7.42E-05,Very Low,"Mg helps refine grains, reducing cracking tendency. Cr enhances grain boundary strength and reduces cracking."
0.85,0.061366172,0.013677158,0.002594019,0.081873495,0.001281108,0.00161406,0.000121088,7.42E-05,0.0001382,0.001594651,0.000948768,0.00047669,0.000206081,7.69E-05,0.000194112,Very High,High Cu increases crack susceptibility due to wider solidification range. High Zn can contribute to segregation but strengthens alloy.
0.90235669,0.019730106,0.038920466,0.0034634,0.027861954,0.000907106,0.00113824,0.00015746,0.000148461,0.000102965,0.002658496,0.000316623,0.000367429,0.001631139,0.000108833,0.000130631,Very Low,"Mg helps refine grains, reducing cracking tendency. Cr enhances grain boundary strength and reduces cracking."
0.85,0.060052742,0.014925177,0.003540375,0.091538078,0.001638833,0.001018902,9.06E-05,0.000195673,0.000169968,0.001341399,0.000209351,0.000371468,0.000178097,0.000192167,5.21E-05,Very High,High Cu increases crack susceptibility due to wider solidification range. High Zn can contribute to segregation but strengthens alloy.
0.85,0.055615447,0.016454723,0.001181216,0.080486319,0.000726702,0.001056558,8.03E-05,0.000134328,0.000133203,0.004987497,0.000277723,0.000244768,0.000170844,7.12E-05,8.86E-05,Very High,High Cu increases crack susceptibility due to wider solidification range. High Zn can contribute to segregation but strengthens alloy.
0.85,0.049078572,0.018701587,0.00249845,0.078297288,0.001258926,0.001981474,9.71E-05,0.000157213,0.00017389,0.00300878,0.000898232,0.000337464,0.00031082,0.000164527,0.000117492,High,High Cu increases crack susceptibility due to wider solidification range. High Zn can contribute to segregation but strengthens alloy.
0.85,0.038563683,0.0246362,0.00350344,0.079333096,0.000909583,0.000560164,8.62E-05,6.03E-05,0.000144719,0.00338154,0.00068123,0.000104052,0.000897107,6.63E-05,0.000153936,High,High Cu increases crack susceptibility due to wider solidification range. High Zn can contribute to segregation but strengthens alloy. Cr enhances grain boundary strength and reduces cracking.
0.90585844,0.013850977,0.03316922,0.003012545,0.037022733,0.001416273,0.001800547,8.22E-05,0.00011265,0.000167661,0.001268306,0.000357316,0.000354438,0.001169493,0.000197189,0.000159974,Very Low,"Mg helps refine grains, reducing cracking tendency. Cr enhances grain boundary strength and reduces cracking."
0.85,0.068723095,0.015700612,0.004425959,0.093920596,0.000708678,0.001368013,0.000113728,6.75E-05,0.000139784,0.003999842,0.000834352,0.000465315,0.000138871,0.000107242,0.000199313,Very High,High Cu increases crack susceptibility due to wider solidification range. High Zn can contribute to segregation but strengthens alloy.
0.85,0.069801077,0.015183297,0.003634775,0.08280168,0.000625708,0.001157923,0.000186176,0.000141919,0.000112121,0.001839622,0.000875233,0.000345029,0.000450949,0.000166285,9.31E-05,Very High,High Cu increases crack susceptibility due to wider solidification range. High Zn can contribute to segregation but strengthens alloy.
0.85,0.063940315,0.013594912,0.001651738,0.094049682,0.001861006,0.001587886,0.000126059,0.000190772,0.000193692,0.004592217,0.000861863,0.000449479,0.000217437,0.000101389,0.000130733,Very High,High Cu increases crack susceptibility due to wider solidification range. High Zn can contribute to segregation but strengthens alloy.
0.85,0.046202268,0.024132406,0.001282275,0.077341446,0.000473066,0.001230003,7.82E-05,0.000149267,0.000131167,0.001820559,0.000927034,0.000389589,0.00065794,0.00014415,0.000129999,High,High Cu increases crack susceptibility due to wider solidification range. High Zn can contribute to segregation but strengthens alloy. Cr enhances grain boundary strength and reduces cracking.
0.85,0.065965904,0.017019669,0.003569677,0.092999279,0.001160128,0.001810135,6.15E-05,6.15E-05,0.000140763,0.001762751,0.000327017,0.000148223,0.000418317,7.88E-05,0.000110847,Very High,High Cu increases crack susceptibility due to wider solidification range. High Zn can contribute to segregation but strengthens alloy.
0.872576583,0.036759903,0.015939819,0.001106045,0.067511659,0.00067545,0.001851053,0.000154423,0.0001032,8.31E-05,0.001146199,0.000779538,0.000460981,0.000704796,7.19E-05,7.54E-05,High,High Cu increases crack susceptibility due to wider solidification range. High Zn can contribute to segregation but strengthens alloy. Cr enhances grain boundary strength and reduces cracking.
0.910892491,0.01465598,0.032865413,0.003343102,0.030852893,0.000366181,0.001132581,0.00010742,0.0001326,0.000143848,0.002888268,0.000514486,0.000126578,0.001590833,0.00019071,0.000196618,Very Low,"Mg helps refine grains, reducing cracking tendency. Cr enhances grain boundary strength and reduces cracking."
0.907192253,0.010373482,0.033601906,0.004760921,0.036452011,0.000361232,0.000915242,0.000173275,0.000110481,0.000135741,0.003259365,0.000857799,0.000313587,0.001127061,0.000187647,0.000177998,Very Low,"Mg helps refine grains, reducing cracking tendency. Cr enhances grain boundary strength and reduces cracking."
0.85,0.065399871,0.016228905,0.003301897,0.084316421,0.000597877,0.001388525,0.000148927,0.000175047,7.77E-05,0.001262835,0.000755642,0.000156855,0.000134139,0.00018312,0.00012475,Very High,High Cu increases crack susceptibility due to wider solidification range. High Zn can contribute to segregation but strengthens alloy.
0.903888154,0.015313546,0.036374299,0.00255268,0.030812702,0.00177351,0.001868545,0.000169436,0.000172201,5.89E-05,0.00410211,0.000798803,0.000104683,0.001726091,0.000143815,0.000140487,Very Low,"Mg helps refine grains, reducing cracking tendency. Cr enhances grain boundary strength and reduces cracking."
0.860202994,0.040326007,0.022951862,0.003573153,0.066459129,0.000780214,0.000815993,9.08E-05,0.000141775,0.000140654,0.002813155,0.000690546,0.000268814,0.000489583,0.00017124,8.41E-05,High,High Cu increases crack susceptibility due to wider solidification range. High Zn can contribute to segregation but strengthens alloy.
0.85,0.051569128,0.019626484,0.002833012,0.080507015,0.001915781,0.00143445,0.000153854,0.000106019,0.000164554,0.003097561,0.000259686,0.000218016,0.000434392,6.04E-05,0.000131568,Very High,High Cu increases crack susceptibility due to wider solidification range. High Zn can contribute to segregation but strengthens alloy.
0.85,0.058179059,0.01156437,0.003182467,0.083465886,0.001288758,0.00144734,8.96E-05,8.83E-05,0.00012851,0.002763051,0.000590524,0.0002944,0.000200097,0.000100218,0.000154246,Very High,High Cu increases crack susceptibility due to wider solidification range. High Zn can contribute to segregation but strengthens alloy.
0.85,0.064291918,0.012799339,0.004765859,0.093203948,0.001042244,0.00159967,0.00019086,6.59E-05,8.40E-05,0.002603052,0.000986203,0.00033088,0.000481946,9.71E-05,0.000127275,Very High,High Cu increases crack susceptibility due to wider solidification range. High Zn can contribute to segregation but strengthens alloy.
0.85,0.061087081,0.014196001,0.002544411,0.092234415,0.001286151,0.000697352,0.000145456,0.000103235,0.000149978,0.003238561,0.000943649,0.000117496,0.000199092,0.000145347,0.000198543,Very High,High Cu increases crack susceptibility due to wider solidification range. High Zn can contribute to segregation but strengthens alloy.
0.919903271,0.017578461,0.031160726,0.004844762,0.02028787,0.001178387,0.001573737,9.87E-05,0.000111976,6.20E-05,0.001620961,0.000138856,0.000149201,0.001046003,0.000103394,0.000141701,Very Low,"Mg helps refine grains, reducing cracking tendency. Cr enhances grain boundary strength and reduces cracking."
0.900622293,0.018554606,0.034741738,0.004621403,0.034073157,0.00158992,0.001863549,9.04E-05,0.000151373,0.000116275,0.001727713,0.000248333,0.000323457,0.001097834,7.23E-05,0.000105646,Very Low,"Mg helps refine grains, reducing cracking tendency. Cr enhances grain boundary strength and reduces cracking."
0.85,0.059469435,0.014338516,0.001783165,0.083464037,0.000780243,0.000769525,7.86E-05,0.000148724,7.45E-05,0.004447142,0.000218556,0.000237267,0.000259402,0.00013947,0.000165823,Very High,High Cu increases crack susceptibility due to wider solidification range. High Zn can contribute to segregation but strengthens alloy.
0.85,0.062701873,0.013746126,0.001277445,0.08090608,0.000900186,0.000856315,0.000154196,6.05E-05,7.77E-05,0.004784462,0.000753382,0.000391669,0.000350344,0.000172158,7.56E-05,Very High,High Cu increases crack susceptibility due to wider solidification range. High Zn can contribute to segregation but strengthens alloy.
0.85,0.067129797,0.011629344,0.001403112,0.093173873,0.00181996,0.001957093,8.28E-05,0.000109289,8.03E-05,0.002493237,0.000836007,0.000360917,0.000128227,0.000107319,0.000107677,Very High,High Cu increases crack susceptibility due to wider solidification range. High Zn can contribute to segregation but strengthens alloy.
0.85,0.050530226,0.019402302,0.001072887,0.091715512,0.001908976,0.000771465,0.000139295,7.73E-05,0.000108006,0.002082979,0.00029216,0.000438242,0.00033019,6.98E-05,0.000102044,Very High,High Cu increases crack susceptibility due to wider solidification range. High Zn can contribute to segregation but strengthens alloy.
0.907104302,0.016432882,0.035456168,0.001377772,0.029165058,0.001817349,0.001781578,8.97E-05,7.35E-05,5.77E-05,0.003575998,0.000555267,0.000376997,0.001941465,7.95E-05,0.000114771,Very Low,"Mg helps refine grains, reducing cracking tendency. Cr enhances grain boundary strength and reduces cracking."
0.898820812,0.019611906,0.031957911,0.003732027,0.038107013,0.001013062,0.001238417,0.000149295,0.000174095,0.000109669,0.002634937,0.000856633,0.000271972,0.001069361,8.56E-05,0.000167267,Very Low,"Mg helps refine grains, reducing cracking tendency. Cr enhances grain boundary strength and reduces cracking."
0.923442295,0.010182218,0.036830068,0.001284755,0.021888859,0.001626621,0.000870847,0.000172241,5.63E-05,0.000126756,0.001101545,0.000759521,0.000369187,0.001071189,9.50E-05,0.000122626,Very Low,"Mg helps refine grains, reducing cracking tendency. Cr enhances grain boundary strength and reduces cracking."
0.913327097,0.018448753,0.038144685,0.002275903,0.020465439,0.001109771,0.001806125,0.000166704,0.000112877,0.000122494,0.00162461,0.000588013,0.000210152,0.001281855,0.000146419,0.000169102,Very Low,"Mg helps refine grains, reducing cracking tendency. Cr enhances grain boundary strength and reduces cracking."
0.897909585,0.016967372,0.03877472,0.004379501,0.032578857,0.001145818,0.001167958,0.000164128,7.52E-05,0.000107418,0.003863889,0.000631313,0.000222525,0.001735071,0.000140142,0.000136473,Very Low,"Mg helps refine grains, reducing cracking tendency. Cr enhances grain boundary strength and reduces cracking."
0.869125849,0.035640691,0.022506148,0.001093088,0.063548791,0.000647956,0.001272226,7.82E-05,0.0001819,0.000175872,0.003635696,0.000557524,0.000415594,0.000864784,0.000154412,0.00010131,High,High Cu increases crack susceptibility due to wider solidification range. High Zn can contribute to segregation but strengthens alloy. Cr enhances grain boundary strength and reduces cracking.
0.862103717,0.038252354,0.02276413,0.004257874,0.067440362,0.001304922,0.00103885,6.33E-05,0.000133556,7.18E-05,0.001108384,0.000367794,0.000278568,0.000538562,0.000104375,0.000171497,High,High Cu increases crack susceptibility due to wider solidification range. High Zn can contribute to segregation but strengthens alloy. Cr enhances grain boundary strength and reduces cracking.
0.85324119,0.047168255,0.022508711,0.002127419,0.068579881,0.000616431,0.001389426,0.000154842,8.47E-05,0.000125855,0.001887889,0.00060852,0.000419352,0.00082818,0.0001736,8.57E-05,High,High Cu increases crack susceptibility due to wider solidification range. High Zn can contribute to segregation but strengthens alloy. Cr enhances grain boundary strength and reduces cracking.
0.904675736,0.019025529,0.038264575,0.001472659,0.030105047,0.00086366,0.000745286,0.000105252,0.000125364,5.93E-05,0.001924299,0.000719997,0.000428969,0.00132005,8.06E-05,8.37E-05,Very Low,"Mg helps refine grains, reducing cracking tendency. Cr enhances grain boundary strength and reduces cracking."
0.865356504,0.037784034,0.02405382,0.003786949,0.060216753,0.001753551,0.001086622,0.000114852,0.000159723,6.07E-05,0.003687571,0.000885991,0.000443025,0.000363901,0.000120356,0.000125675,High,High Cu increases crack susceptibility due to wider solidification range. High Zn can contribute to segregation but strengthens alloy.
0.895137206,0.01950062,0.035734379,0.003515771,0.039012143,0.000652029,0.001954118,5.47E-05,0.000193718,0.00013608,0.001078842,0.000672662,0.000466654,0.001631837,0.000170141,8.91E-05,Very Low,"Mg helps refine grains, reducing cracking tendency. Cr enhances grain boundary strength and reduces cracking."
0.85,0.055864215,0.016725185,0.004509888,0.086573291,0.000420969,0.0008872,8.89E-05,8.31E-05,0.000134903,0.001416434,0.000785009,0.000272394,0.00040095,7.70E-05,5.14E-05,Very High,High Cu increases crack susceptibility due to wider solidification range. High Zn can contribute to segregation but strengthens alloy.
0.85,0.065792363,0.014944203,0.003940284,0.081824122,0.000417313,0.001485105,5.51E-05,0.000182927,0.000181705,0.004199664,0.000244064,0.000227547,0.000123024,6.65E-05,0.000147245,Very High,High Cu increases crack susceptibility due to wider solidification range. High Zn can contribute to segregation but strengthens alloy.
0.85,0.05883061,0.01350915,0.004213924,0.097754084,0.001899334,0.000987785,0.000181878,0.000190146,0.000133681,0.001714179,0.000515402,0.000332879,0.000146827,0.000182553,0.000126664,Very High,High Cu increases crack susceptibility due to wider solidification range. High Zn can contribute to segregation but strengthens alloy.
0.908321026,0.017615106,0.031011227,0.002128138,0.032364361,0.001161765,0.00166021,8.65E-05,0.000187463,0.000193969,0.003610984,0.000108398,0.000248469,0.001084107,0.000101439,0.000116828,Very Low,"Mg helps refine grains, reducing cracking tendency. Cr enhances grain boundary strength and reduces cracking."
0.85,0.05145526,0.017062422,0.001709758,0.096437201,0.000996001,0.00069631,0.000133601,0.000145312,5.73E-05,0.001952731,0.000322011,0.00034043,0.00013254,0.000152581,0.000195045,Very High,High Cu increases crack susceptibility due to wider solidification range. High Zn can contribute to segregation but strengthens alloy.
0.906504964,0.019866396,0.033706421,0.004002459,0.027485416,0.001678494,0.001954732,5.58E-05,0.000144473,6.47E-05,0.001397766,0.000753816,0.000382234,0.0018128,5.38E-05,0.00013568,Very Low,"Mg helps refine grains, reducing cracking tendency. Cr enhances grain boundary strength and reduces cracking."
0.85,0.049720021,0.018762596,0.004227339,0.075067564,0.001720904,0.001180684,0.000150027,0.000110482,5.66E-05,0.001972689,0.000992629,0.000375362,0.000358451,0.000153507,0.000179515,High,High Cu increases crack susceptibility due to wider solidification range. High Zn can contribute to segregation but strengthens alloy.
0.85,0.061168085,0.019063544,0.004962021,0.08848444,0.000864725,0.000854076,9.85E-05,0.00016286,7.78E-05,0.003889068,0.00018926,0.000249821,0.000144479,9.74E-05,7.09E-05,Very High,High Cu increases crack susceptibility due to wider solidification range. High Zn can contribute to segregation but strengthens alloy.
0.85,0.050227073,0.010563033,0.002650471,0.089373213,0.001479151,0.000610245,0.000184688,0.000129694,0.000131191,0.004422786,0.000461345,0.000166744,0.000147527,5.84E-05,0.000135381,Very High,High Cu increases crack susceptibility due to wider solidification range. High Zn can contribute to segregation but strengthens alloy.
0.899721028,0.016492103,0.035833688,0.002488072,0.034920898,0.001610909,0.000754637,0.000183218,0.000151616,0.000146836,0.004320879,0.000820064,0.000272212,0.001962173,0.000141472,0.000180197,Very Low,"Mg helps refine grains, reducing cracking tendency. Cr enhances grain boundary strength and reduces cracking."
0.905250606,0.012857121,0.032235958,0.004105652,0.037371983,0.001412906,0.001279661,9.88E-05,0.000114269,5.68E-05,0.002588734,0.000283632,0.000157038,0.001963223,8.61E-05,0.000137466,Very Low,"Mg helps refine grains, reducing cracking tendency. Cr enhances grain boundary strength and reduces cracking."
0.909542007,0.019698788,0.038911431,0.002363214,0.020863198,0.000557712,0.001005505,0.000185144,0.000159724,0.000191896,0.003672341,0.000599576,0.000456039,0.001527701,0.000108021,0.000157702,Very Low,"Mg helps refine grains, reducing cracking tendency. Cr enhances grain boundary strength and reduces cracking."
0.860297068,0.031475931,0.024693025,0.004723029,0.071077086,0.001789001,0.001743325,0.000199424,0.000173671,0.000176325,0.001819937,0.000759764,0.000238351,0.000666168,6.21E-05,0.000105807,High,High Cu increases crack susceptibility due to wider solidification range. High Zn can contribute to segregation but strengthens alloy. Cr enhances grain boundary strength and reduces cracking.
0.85,0.063914974,0.016275581,0.004433651,0.089090821,0.001216461,0.001146331,0.000173812,7.20E-05,9.45E-05,0.002172591,0.000654387,0.000161784,0.000333726,7.21E-05,6.39E-05,Very High,High Cu increases crack susceptibility due to wider solidification range. High Zn can contribute to segregation but strengthens alloy.
0.868083884,0.030908928,0.024504115,0.002715976,0.065619264,0.000780203,0.000873071,0.000176731,0.000174939,6.16E-05,0.004585343,0.000269222,0.000110179,0.000923185,9.47E-05,0.000118685,High,High Cu increases crack susceptibility due to wider solidification range. High Zn can contribute to segregation but strengthens alloy. Cr enhances grain boundary strength and reduces cracking.
0.85,0.062402652,0.011881212,0.004003484,0.085547624,0.001022888,0.001425717,8.74E-05,0.000131044,7.55E-05,0.001052008,0.000419846,0.000358329,0.000285479,6.35E-05,0.000109172,Very High,High Cu increases crack susceptibility due to wider solidification range. High Zn can contribute to segregation but strengthens alloy.
0.911685242,0.015836561,0.039743948,0.004018171,0.021554693,0.000363871,0.001560166,0.000136505,0.0001767,6.90E-05,0.001342034,0.000805413,0.000354761,0.001986211,0.000186624,0.000180059,Very Low,"Mg helps refine grains, reducing cracking tendency. Cr enhances grain boundary strength and reduces cracking."
0.85,0.060721927,0.01813795,0.001412495,0.086190552,0.000517374,0.000750563,6.01E-05,0.000114695,6.85E-05,0.001831545,0.000598804,0.000236242,0.000373892,5.09E-05,8.66E-05,Very High,High Cu increases crack susceptibility due to wider solidification range. High Zn can contribute to segregation but strengthens alloy.
0.894297207,0.019109272,0.039497999,0.004610212,0.036450745,0.001601429,0.000751429,6.42E-05,0.000106856,0.000127784,0.001106129,0.000104707,0.000128685,0.00172572,0.000122579,0.00019501,Very Low,"Mg helps refine grains, reducing cracking tendency. Cr enhances grain boundary strength and reduces cracking."
0.85,0.058364861,0.018660639,0.003021009,0.09865457,0.00030002,0.000555007,0.000199834,0.000187259,8.69E-05,0.001725742,0.000784892,0.000263852,0.000118087,6.85E-05,0.000193721,Very High,High Cu increases crack susceptibility due to wider solidification range. High Zn can contribute to segregation but strengthens alloy.
0.897920404,0.013764634,0.039872761,0.00430583,0.036211067,0.001008162,0.001604603,9.90E-05,8.77E-05,0.000103721,0.003332166,0.00013178,0.000224487,0.001150417,9.62E-05,8.71E-05,Very Low,"Mg helps refine grains, reducing cracking tendency. Cr enhances grain boundary strength and reduces cracking."
0.85,0.057617817,0.018421189,0.002280198,0.099398288,0.001188267,0.001495707,0.000162228,0.000176632,0.000198426,0.002685698,0.00077116,0.000370848,0.000435331,0.000188909,0.000102208,Very High,High Cu increases crack susceptibility due to wider solidification range. High Zn can contribute to segregation but strengthens alloy.
0.85,0.05829639,0.010563755,0.004582093,0.085468141,0.000392879,0.001211946,0.000171,0.000122603,0.000152647,0.004570687,0.000282233,0.000342312,0.000445889,7.43E-05,0.000184333,Very High,High Cu increases crack susceptibility due to wider solidification range. High Zn can contribute to segregation but strengthens alloy.
0.85,0.049994353,0.020554317,0.002556807,0.079932737,0.001954233,0.001766256,0.000178703,0.000127114,0.000192347,0.004269774,0.000962266,0.000245837,0.000838291,0.000194875,0.000194993,High,High Cu increases crack susceptibility due to wider solidification range. High Zn can contribute to segregation but strengthens alloy. Cr enhances grain boundary strength and reduces cracking.
0.861177712,0.046992948,0.019505441,0.001043351,0.064946962,0.000684413,0.001708505,0.000199644,9.63E-05,7.14E-05,0.002367269,0.000431147,0.000187157,0.000390412,8.09E-05,0.000116516,High,High Cu increases crack susceptibility due to wider solidification range. High Zn can contribute to segregation but strengthens alloy.
0.860521225,0.042123493,0.021717007,0.004621528,0.064572856,0.000817138,0.001378032,8.62E-05,0.000135956,0.000107321,0.002037694,0.000394238,0.000495214,0.00073269,0.000161235,9.81E-05,High,High Cu increases crack susceptibility due to wider solidification range. High Zn can contribute to segregation but strengthens alloy. Cr enhances grain boundary strength and reduces cracking.
0.91088998,0.011135576,0.035203077,0.001365147,0.033431464,0.000816702,0.001802407,5.61E-05,9.88E-05,0.00013321,0.00251877,0.000233999,0.000281601,0.001772318,0.000132002,0.000128914,Very Low,"Mg helps refine grains, reducing cracking tendency. Cr enhances grain boundary strength and reduces cracking."
0.85,0.06704363,0.01560938,0.002277255,0.091038137,0.000691708,0.000808762,0.000111679,5.59E-05,6.15E-05,0.00336118,0.000375044,0.00037531,0.000450661,0.000182672,0.000153165,Very High,High Cu increases crack susceptibility due to wider solidification range. High Zn can contribute to segregation but strengthens alloy.
0.85,0.052680305,0.017551373,0.004800248,0.080575654,0.000302505,0.000667879,6.95E-05,9.08E-05,5.06E-05,0.002072255,0.000888986,0.000156221,0.000348124,0.000133099,9.10E-05,Very High,High Cu increases crack susceptibility due to wider solidification range. High Zn can contribute to segregation but strengthens alloy.
0.85,0.054259283,0.010145447,0.004802429,0.08272743,0.001539886,0.000904624,5.34E-05,5.10E-05,0.000150565,0.003496596,0.000996701,0.000294236,0.000240235,0.000130184,0.000160471,Very High,High Cu increases crack susceptibility due to wider solidification range. High Zn can contribute to segregation but strengthens alloy.
0.85,0.057844881,0.019041587,0.003293752,0.088749498,0.001943637,0.00058563,0.000104064,0.000196753,0.000146273,0.002637647,0.000431479,0.000111015,0.000239302,7.93E-05,5.77E-05,Very High,High Cu increases crack susceptibility due to wider solidification range. High Zn can contribute to segregation but strengthens alloy.
0.85,0.06567306,0.016220867,0.003527349,0.087930856,0.000681299,0.001296754,0.000167561,0.000194862,0.000111618,0.003208189,0.00050375,0.000302182,0.000444945,7.49E-05,5.74E-05,Very High,High Cu increases crack susceptibility due to wider solidification range. High Zn can contribute to segregation but strengthens alloy.
